요일,시군구,사망자수,중상자수,경상자수,부상신고자수,기상상태,인구수,도로형태
월요일,대전광역시 동구 가양동,0,0,1,0,맑음,"18,647",교차로 - 교차로횡단보도내
월요일,대전광역시 동구 가양동,0,0,1,0,맑음,"31,371",교차로 - 교차로횡단보도내
월요일,대전광역시 유성구 원내동,0,0,1,0,맑음,"11,429",교차로 - 교차로안
월요일,대전광역시 중구 안영동,0,0,1,0,맑음,"1,468",단일로 - 기타
월요일,대전광역시 동구 자양동,0,0,2,0,맑음,"10,901",단일로 - 기타
월요일,대전광역시 동구 자양동,0,0,2,0,맑음,"10,901",단일로 - 기타
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"44,694",단일로 - 기타
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"11,127",단일로 - 기타
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"13,437",단일로 - 기타
월요일,대전광역시 서구 월평동,0,0,1,0,맑음,"20,130",단일로 - 기타
월요일,대전광역시 중구 용두동,0,0,1,0,맑음,"9,871",단일로 - 기타
월요일,대전광역시 중구 용두동,0,0,1,0,맑음,"9,871",단일로 - 기타
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"70,196",단일로 - 기타
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"16,308",단일로 - 기타
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"35,023",단일로 - 기타
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"18,865",단일로 - 기타
월요일,대전광역시 유성구 궁동,0,0,1,0,맑음,"7,178",기타 - 기타
월요일,대전광역시 동구 용전동,0,0,1,0,맑음,"19,995",교차로 - 교차로안
월요일,대전광역시 동구 용전동,0,0,1,0,맑음,"19,995",교차로 - 교차로안
월요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",기타 - 기타
월요일,대전광역시 서구 탄방동,0,0,1,0,맑음,"26,410",기타 - 기타
월요일,대전광역시 유성구 하기동,0,0,1,0,맑음,"10,325",교차로 - 교차로부근
월요일,대전광역시 중구 오류동,0,1,8,0,맑음,"10,077",단일로 - 기타
월요일,대전광역시 중구 오류동,0,1,8,0,맑음,"10,077",단일로 - 기타
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"70,196",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"16,308",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"35,023",교차로 - 교차로횡단보도내
월요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"18,865",교차로 - 교차로횡단보도내
월요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,"18,162",교차로 - 교차로안
월요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,"18,162",교차로 - 교차로안
월요일,대전광역시 서구 탄방동,0,0,3,0,맑음,"26,410",교차로 - 교차로부근
월요일,대전광역시 서구 탄방동,0,0,3,0,맑음,"26,410",교차로 - 교차로부근
화요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"70,196",교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"16,308",교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"35,023",교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,0,1,0,맑음,"18,865",교차로 - 교차로안
화요일,대전광역시 동구 대성동,0,0,1,0,맑음,"9,368",교차로 - 교차로부근
